1000 97923
14 469 2863
721 493 3668
81 625 9059
150 845 5963
498 304 2885
584 885 9537
401 900 1908
338 737 5428
114 634 6659
252 885 9884
606 776 9940
568 607 8216
497 255 4355
271 319 1683
21 416 3258
683 442 3927
751 29 6547
715 431 8188
438 576 4430
974 757 1611
89 399 9605
38 287 2223
904 389 3695
95 770 4346
429 522 335
371 865 4873
540 323 605
59 655 9639
181 882 790
574 896 1688
337 247 5970
674 25 4450
90 437 2946
143 894 3518
459 645 3934
466 858 432
877 660 1881
358 749 4042
327 732 7763
489 426 8777
957 333 5473
382 987 6798
867 361 5856
83 911 8243
278 690 6899
765 139 7838
399 685 3839
266 356 4100
155 776 2259
90 98 4837
533 376 424
36 96 8468
479 688 4019
24 736 1080
907 416 441
529 555 7750
838 86 9286
38 630 3481
847 404 2562
452 39 9432
640 323 264
461 724 5018
55 430 16
505 899 7256
937 297 8242
911 297 5601
774 831 6780
141 566 6596
833 769 1110
319 544 6654
802 981 6589
872 198 2792
692 496 6116
992 26 5570
510 353 9017
263 785 6037
58 384 5125
706 432 6152
65 189 5860
997 781 4010
966 501 3391
648 386 1549
931 96 4577
26 215 6876
849 930 466
569 804 2596
61 546 6979
96 823 4846
397 134 4083
434 330 3663
221 455 3760
483 792 5532
625 674 9484
329 798 3294
916 67 9205
542 86 7193
244 3 452
102 712 336
12 691 6836
775 517 2441
265 894 8998
191 777 2579
455 55 3630
921 825 2610
214 898 3638
723 650 3254
57 547 9058
999 941 951
180 521 6735
194 707 4352
372 557 4588
405 78 4384
697 482 7572
173 781 6237
47 588 5320
777 915 5221
977 32 9995
762 574 7796
999 502 4055
809 10 5359
644 264 6647
713 581 3723
189 248 4095
311 140 8432
251 264 1095
589 821 2447
215 532 2905
533 944 1646
230 498 8202
388 485 4760
891 331 1141
406 202 1336
395 709 163
338 205 1274
116 922 4347
480 849 3214
510 381 9770
655 304 757
271 267 9129
311 647 2531
850 703 5098
507 429 8210
349 970 1035
960 711 7035
397 599 6316
842 983 4327
894 17 4491
507 61 9004
515 435 1937
738 563 8691
290 761 6321
147 986 2374
49 422 9910
431 335 6929
300 566 7959
976 522 2871
20 303 8092
285 360 373
82 267 8275
453 325 2797
986 150 6089
644 316 9863
149 437 1057
84 213 6947
901 813 5723
765 953 117
223 361 2007
364 138 4929
818 589 8150
265 76 8940
891 380 9643
584 566 9709
32 865 3290
81 342 3742
929 261 6427
776 90 389
955 899 428
578 376 4739
452 437 5347
717 921 9851
74 185 94
237 745 1529
62 742 9931
731 252 4243
934 634 8098
989 780 5036
3 612 7765
404 86 17
24 279 602
677 662 6795
40 706 3538
463 107 5727
752 707 7623
874 308 6899
587 745 6769
372 63 8672
294 641 5048
159 252 2236
209 928 3087
143 755 7756
233 974 1520
485 521 6881
452 769 2766
247 852 2061
386 868 5877
274 649 3334
147 554 5942
512 86 544
720 979 6166
577 977 9799
401 796 5366
424 608 7774
520 418 3109
298 697 8905
924 12 9947
365 157 7380
396 353 4796
238 816 818
405 320 6777
597 837 887
760 396 1005
201 610 9306
192 888 1562
926 439 771
898 669 4542
441 52 1343
471 15 8599
602 486 2676
495 416 4558
954 541 5145
387 650 4224
859 598 2516
620 76 234
522 825 6316
150 684 683
939 326 3576
822 493 20
312 268 3601
505 560 2598
845 209 3094
752 315 3685
284 271 6534
818 554 7702
322 48 9757
434 678 8464
701 787 1843
153 913 2037
118 851 5355
650 422 2465
991 728 4997
346 625 4518
692 290 9277
418 559 3487
712 403 5114
41 882 641
112 197 4446
811 204 7977
415 235 3270
579 348 9225
522 59 9329
319 127 6977
181 985 2362
708 426 701
873 60 3386
566 318 6615
716 3 4346
27 574 4131
396 320 5302
621 196 6924
792 838 4782
594 945 7042
424 847 7481
77 414 2436
206 556 1601
645 55 2124
890 714 3648
931 175 9509
897 102 2996
393 237 3963
56 100 3591
320 507 9457
420 176 7430
920 270 5900
505 357 250
435 731 3468
959 642 45
770 696 1437
836 342 2150
343 123 3465
568 126 954
519 832 7260
467 483 1971
553 449 7081
85 842 872
929 681 4836
385 224 6467
598 869 8783
83 657 8067
396 647 6124
230 837 1240
894 373 4575
121 42 2595
80 968 8913
622 306 3805
326 289 3155
532 551 9196
405 242 70
369 13 8063
206 976 3679
449 787 6746
587 878 2212
491 33 7595
84 212 3011
140 231 2460
274 9 1985
89 985 8080
182 543 765
879 708 3936
782 845 9871
604 381 9519
938 93 7216
506 144 9560
759 221 4176
224 317 3857
904 372 2597
669 256 6863
296 820 1098
458 947 1003
424 343 9979
675 14 7480
904 248 4579
558 523 7291
996 445 7363
542 257 8228
276 164 7093
876 341 7226
122 21 5082
443 598 2456
894 79 8270
449 430 4732
555 969 7016
284 319 5904
109 364 6155
138 358 8799
352 361 5429
269 490 1186
403 431 3156
355 89 2103
427 691 138
699 999 2269
623 463 4178
432 618 7974
360 712 3391
765 39 457
229 454 366
793 171 3767
597 327 3766
602 674 8790
658 486 7133
134 771 4212
813 49 5585
129 410 5830
60 71 4859
955 160 281
336 527 8037
466 823 9502
166 659 3788
167 134 2525
317 238 5800
694 379 9832
76 906 8017
11 16 3914
894 449 1845
135 951 9467
659 785 4181
594 839 3521
19 520 2770
176 257 4739
462 387 3838
28 912 5038
183 898 427
76 599 4212
686 269 7072
755 380 7219
597 627 5836
598 327 5652
139 867 6980
729 553 9478
438 367 2789
904 930 86
8 145 4525
185 979 5310
470 166 2691
761 475 3055
201 166 9413
330 449 9677
66 32 203
831 590 3085
294 566 641
693 835 7054
134 634 1124
716 857 4280
878 239 8586
52 15 8739
270 954 9172
445 665 5990
57 251 710
268 591 6774
887 872 5854
237 540 6313
843 586 2648
671 470 9644
765 514 8932
259 444 8912
945 405 4501
27 0 5842
613 319 4962
825 199 3378
918 72 3143
254 654 7276
509 395 214
797 230 946
633 155 6347
215 607 2411
243 867 5988
643 571 5556
525 951 9448
424 336 4988
620 541 5242
139 493 6306
463 399 1659
336 180 6753
784 150 3225
50 233 3040
362 882 4828
261 293 5449
283 479 4319
470 224 9569
884 29 8915
881 784 1374
842 907 3756
211 496 9564
321 802 5137
799 424 6052
398 278 1995
575 849 5329
789 906 7365
116 692 8067
263 891 5635
54 155 4028
277 417 9913
856 617 6890
881 337 1791
962 215 6799
688 163 3931
588 3 2180
992 559 58
479 562 5591
553 417 9953
340 46 5468
816 862 9444
680 432 9193
198 956 5505
43 274 9710
508 123 2798
89 347 6386
288 762 1308
885 928 6736
383 495 6961
499 735 8598
323 270 2261
702 100 1601
843 797 5950
698 716 1155
569 186 4225
112 204 7620
214 191 94
167 900 2015
291 252 5111
856 824 7707
109 226 7628
311 402 6609
868 656 6732
321 740 5971
768 528 8543
52 955 9710
822 583 4142
213 431 9122
689 886 1406
821 778 8061
504 435 6369
71 28 2005
86 565 7960
307 661 1411
906 117 5829
908 55 1038
177 225 996
18 224 539
598 823 9751
820 479 9250
647 282 2179
667 355 2467
965 213 8941
554 174 2262
837 655 8171
37 318 8653
757 451 18
35 605 7251
213 868 4133
741 182 4739
705 4 12
334 97 7527
861 903 95
194 278 6524
424 999 3773
709 164 4777
575 533 8737
825 113 1898
606 286 6094
776 132 1688
64 693 6097
576 691 8503
954 246 9080
901 124 343
116 469 1810
662 875 6564
345 412 7911
214 617 6345
243 895 3314
66 397 4519
106 873 1177
831 926 1002
15 517 1787
715 279 8381
229 681 1277
885 663 7306
671 680 4453
940 606 4185
192 920 2881
464 972 2786
370 231 6101
865 320 3528
955 245 2999
130 245 4747
512 659 4138
687 124 6579
92 324 9047
747 718 7330
623 860 8690
168 510 7125
971 555 1353
472 527 7313
968 459 5523
871 953 3731
742 782 4144
44 722 2219
602 847 4012
367 36 6800
83 274 6923
16 358 6164
246 65 3365
268 427 9600
512 324 4162
846 754 2156
901 500 3634
751 581 3493
677 806 8913
608 411 8300
651 431 6455
998 819 6674
848 720 1977
87 720 3498
832 938 558
536 531 7692
278 331 5990
771 240 8889
730 913 4083
822 333 1953
942 607 3987
617 230 4004
363 906 5746
3 305 7822
237 74 6375
644 304 6879
700 419 5892
698 177 5434
235 886 7490
391 455 3341
887 801 2534
856 40 6035
632 145 4733
537 305 8616
212 112 702
161 786 1328
745 895 7824
157 711 2779
623 807 6101
477 377 302
272 139 3428
565 299 1069
973 821 265
210 163 9810
905 730 2003
814 67 7053
483 5 6100
922 8 126
683 140 7669
783 275 266
279 74 8282
204 250 1497
89 81 3832
942 224 7312
326 721 3673
283 391 9587
645 58 4385
36 868 6468
668 224 5330
570 274 757
399 671 8581
454 830 4213
830 795 6045
654 448 6220
527 122 34
117 404 7856
234 791 4199
920 482 909
80 810 5745
819 99 7558
731 256 2978
275 439 9108
383 487 8713
227 709 5687
195 914 4551
368 386 760
37 169 2861
995 80 1965
735 353 7499
973 886 9297
508 156 5960
324 596 4803
671 494 7596
26 720 5897
356 365 1271
992 694 8425
929 879 4543
207 299 1318
408 165 8702
866 726 2532
310 455 9358
480 462 4279
807 134 2704
617 60 2978
295 310 6367
156 897 1559
695 848 9578
0 774 8954
392 923 5010
982 333 7016
583 400 5900
59 178 697
992 110 5379
681 815 4742
576 438 607
64 420 4356
690 752 2694
335 259 8904
6 351 41
7 313 2523
749 785 3854
14 457 8071
830 146 9583
904 224 2733
804 278 7019
203 304 8044
635 203 1950
186 145 5532
628 212 2367
602 291 4611
534 790 6306
166 907 7473
297 944 4008
821 582 1746
166 206 8045
770 64 2735
699 448 3865
274 509 4006
604 271 5300
928 40 5495
750 474 6350
120 945 2044
506 167 7329
286 640 7074
831 880 145
27 940 2231
141 229 7550
676 209 854
349 435 3918
501 29 173
491 519 556
552 493 7171
939 795 8082
115 458 9853
194 30 1040
696 241 116
937 255 8084
176 132 3912
665 375 7726
113 929 2984
448 493 8670
96 783 9458
953 907 4842
108 421 4867
728 297 737
843 602 2760
748 700 1146
78 21 5258
112 146 1052
423 345 8382
166 371 1072
639 452 2846
422 538 9182
575 364 6746
842 349 7316
856 983 3437
52 363 8929
962 632 7828
261 997 2704
117 488 6392
243 177 2683
157 953 4388
233 77 3856
770 250 19
622 97 121
846 542 5542
414 758 3633
182 573 3211
585 924 2542
477 673 5566
702 149 1732
815 123 9506
117 696 6062
897 648 8439
903 439 3524
79 484 7376
405 451 6564
90 866 6259
524 688 1362
984 500 6616
721 105 2806
797 381 7766
227 989 1345
861 512 6248
522 79 8735
288 362 2081
143 790 2211
838 138 7891
923 23 7470
963 972 4444
966 615 8666
81 714 2313
805 829 405
76 955 4425
813 369 3311
7 489 7567
902 379 4976
846 248 8644
556 114 9519
301 316 2039
81 142 5564
367 479 7582
679 784 9023
658 206 3742
179 83 8656
254 232 2670
437 167 9207
373 352 7242
57 758 6528
992 127 820
922 531 6253
152 605 8093
868 603 5453
400 163 9239
494 469 9823
444 701 8944
923 646 3181
109 617 7806
987 580 3529
861 370 5141
541 410 1292
362 607 4577
918 392 4383
927 30 7812
236 996 9473
789 354 2234
966 717 2903
198 617 614
249 806 1084
74 281 1982
368 876 4877
435 73 2403
373 681 5361
77 200 1658
279 321 1234
765 618 1641
859 615 3967
568 516 4283
791 977 7027
414 177 242
404 102 993
819 947 8919
435 381 2070
488 566 1741
959 206 5440
57 170 7128
208 229 8422
649 135 5549
848 384 6937
514 536 8070
633 890 7647
595 746 8513
429 258 8359
322 738 1542
71 709 1752
750 509 356
222 347 8253
394 977 3369
286 548 1393
200 686 9111
306 712 2083
459 93 7000
789 546 3445
782 311 5870
695 774 903
82 859 2218
249 337 7246
701 845 1595
348 696 2182
906 851 8110
49 454 9445
861 81 1188
907 663 8600
375 819 3190
192 480 7101
206 355 426
275 125 2514
119 270 1085
545 861 7556
133 617 1508
72 894 8799
369 674 3590
87 419 5669
450 597 7477
980 189 5392
6 718 7484
545 858 9116
518 183 4432
679 744 4105
593 241 6992
238 332 9374
845 965 4982
311 554 9611
927 64 4020
993 500 8803
766 73 3776
525 636 3639
358 971 5749
860 487 8787
174 167 8760
657 478 3914
766 155 6106
580 346 944
876 4 4811
314 172 6461
895 425 2010
583 609 6575
509 259 871
979 154 1224
51 201 5939
632 810 9241
117 874 5224
350 543 4133
796 641 730
132 130 9148
740 55 2987
14 866 3338
973 222 2228
36 290 7210
840 156 8466
132 889 8094
844 938 4428
673 714 7773
856 269 4153
515 65 5272
647 854 1101
782 699 770
485 808 2774
581 711 3148
924 437 6990
917 402 5418
821 506 1429
993 229 3510
13 719 206
106 9 2611
695 261 2354
225 190 155
307 341 6128
836 178 3775
283 882 1976
758 751 46
777 356 2936
560 117 9884
737 324 6568
994 252 1825
609 384 3601
611 226 7851
774 225 9603
203 170 5338
191 512 5383
31 148 5835
613 158 3965
259 82 5492
317 717 2297
872 963 286
527 875 9775
373 699 9874
303 589 2132
931 522 5136
338 582 4946
377 569 6837
558 728 2523
837 9 653
268 429 8923
445 79 5039
673 395 7042
548 856 9584
451 617 3451
436 285 7597
732 989 6513
509 133 2556
629 696 2267
290 98 8419
724 47 7006
0 429 616
128 264 7176
667 596 2841
581 282 7882
596 374 5469
165 197 7300
339 551 5946
708 0 9256
489 860 6710
689 147 3612
641 544 3266
85 27 2166
0 997 3455
104 404 6819
898 638 7054
467 271 430
35 852 3382
88 402 6808
870 203 8762
428 815 7185
246 710 9286
774 602 7421
493 181 8755
673 638 9811
203 865 9883
343 370 2450
157 473 1360
750 347 2297
160 961 4792
516 536 1877
918 456 474
62 837 3522
98 795 8021
986 284 4089
955 486 9875
358 7 3500
123 634 5610
742 432 9775
483 588 9383
197 80 3881
327 970 2436
568 90 6922
830 743 6733
468 328 8362
913 577 1376
434 596 2065
535 570 2815
451 361 9306
750 638 6528
712 635 9546
915 432 4609
24 413 4217
574 577 6652
821 755 7372
841 647 7018
188 19 4657
915 422 9298
522 341 9300
617 84 9226
782 112 2069
672 656 6588
806 51 6341
519 305 1135
413 686 4215
36 325 2767
867 869 5201
48 243 6704
32 264 601
844 577 4494
828 22 4707
373 8 7751
45 911 2558
215 989 7084
410 708 4213
799 208 2781
50 663 2501
616 140 8205
736 778 2044
690 13 5884
387 184 8597
625 771 6629
147 591 9821
70 976 5423
799 118 9334
184 657 4932
919 183 9814
210 819 5844
983 729 8311
643 850 3279
477 806 800
737 633 7740
44 310 5521
851 447 5096
326 681 1399
172 617 8546
532 793 7701
953 627 7913
718 384 6681
760 397 7356
376 758 207
276 508 6912
624 300 3109
405 814 2874
903 579 7246
807 417 6263
388 174 9747
238 633 4251
940 537 8063
612 722 6217
205 418 6142
414 391 564
925 531 6541
524 418 6390
18 239 6439
347 775 2386
497 446 6017
335 986 2587
803 337 8083
762 811 8279
149 759 9885
576 436 7470
282 179 7959
325 150 8327
788 158 7953
724 579 7218
283 280 234
503 852 1908
641 793 2734
628 962 8693
143 429 3725
105 217 6291
392 363 8554
430 594 51
652 248 4744
990 881 7704
256 970 4053
439 3 6798
303 476 5024
169 250 951
589 456 5582
538 941 4095
655 547 1274
88 597 1153
185 196 9443
903 162 7706
147 624 6806
891 856 9984
237 39 6457
254 214 6981
393 898 9392
85 216 4979
48 169 547
526 527 6294
773 599 3796
530 733 8798
867 107 126
986 230 1284
88 731 4186
491 988 7172
232 151 4437
716 753 1404
387 336 8342
998 243 5011
696 471 7388
392 568 7854
122 42 6162
915 528 4875
89 968 5018
908 240 6622
549 646 1217
16 777 9570
667 864 7065
323 135 3385
934 614 1312
810 639 3872
194 921 6418
760 661 573
909 36 6166
277 759 96
391 882 4928
943 873 5400
631 474 2813
685 260 6966
821 126 1345
311 583 4699
43 238 3098
988 695 4445
822 34 2482
913 484 1677
602 782 9837
506 299 7300
124 690 6301
453 598 1121
594 6 4504
531 865 1465
947 445 8565
819 842 6272
549 542 4475
570 481 718
610 984 5250
966 465 329
769 395 8924
754 607 999
947 476 4260
43 247 4574
588 317 6130
365 148 7792
387 912 802
295 70 4458
367 137 1183
905 729 1377
272 819 2583
669 157 3672
766 790 6495
99 273 2905
387 440 8588
88 518 4764
129 347 8119
757 469 7080
114 146 1025
893 754 8
268 158 7417
688 357 1711
985 903 7388
300 308 4962
765 998 2905
550 706 686
599 856 3116
512 853 2753
784 34 6710
419 615 3657
235 867 1033
786 639 9153
293 551 1056
511 686 3479
239 0 1318
615 99 1416
256 585 7810
697 156 4720
301 692 1497
96 633 8455
172 623 1532
905 542 4623
351 952 5470
205 650 6967
145 39 8016
950 163 7134
411 869 3918
961 956 7209
522 346 688
538 103 9505
517 888 4195
350 999 5482
998 604 2066
762 500 8605
798 316 7658
668 522 6114
180 904 8025
800 970 455
258 401 8325
962 993 4554
936 242 2633
684 267 167
759 139 3061
302 132 8914
749 602 424
849 945 9349
621 732 3277
943 113 6680
790 354 5979
650 720 9921
330 585 202
958 304 7918
396 849 5007
277 268 1138
690 252 8349
678 438 9590
909 681 8716
186 277 2257
469 18 8816
633 195 6937
106 375 5735
205 0 8539
368 336 6902
798 305 7788
518 709 7036
914 749 990
437 835 2732
697 131 5640
456 215 7555
877 482 7825
110 450 1827
307 285 3261
996 857 3720
969 119 8126
671 190 5252
735 540 2312
926 820 717
644 275 2593
392 619 7556
554 208 7608
627 723 5092
676 406 6503
896 723 1680
640 548 5872
33 593 9092
63 358 4938
831 141 3791
45 593 4370
692 32 5395
296 585 5810
521 355 3311
747 143 3497
873 682 6218
352 82 7828
951 780 2743
849 863 1575
793 938 8697
439 996 5652
204 848 9792
392 669 2716
195 94 6271
249 441 99
516 329 8482
517 594 4391
799 937 5829
430 60 4232
443 414 6668
421 402 2362
509 807 6039
696 338 2611
42 505 4562
775 341 8989
235 464 9406
534 251 5057
84 384 831
885 212 1743
299 263 2769
554 917 8325
470 614 3297
994 910 6526
367 846 4096
668 799 5175
254 305 2483
926 511 5401
619 32 9697
97 664 3933
679 686 2747
123 727 9951
425 865 9460
787 673 9978
829 768 8705
500 695 3482
9 310 4651
583 121 2878
248 416 6494
547 300 5075
561 315 6071
846 522 7865
933 536 4642
521 252 8112
575 617 261
716 872 7347
844 476 693
211 810 9373
518 44 99
618 759 1280
610 661 3619
747 81 5250
70 779 5464
294 909 3890
143 334 7474
690 223 6786
352 743 1832
171 684 8667
442 197 7389
392 787 4831
516 753 6934
375 665 4655
744 575 9014
710 732 5999
349 37 6317
723 383 4482
649 372 1828
81 856 4516
107 68 4866
196 61 1780
113 777 5437
388 47 7779
258 961 4138
14 738 5338
288 598 9473
863 64 4625
306 67 8762
720 703 1774
833 444 7311
806 140 6994
539 323 9695
315 854 484
496 36 9736
409 455 7982
201 90 4090
885 865 4215
226 843 2214
447 231 1598
887 865 8924
289 681 1667
533 548 9338
555 325 8348
728 735 2902
348 908 2017
692 355 5723
325 173 7876
157 788 8166
57 148 5300
300 146 7429
347 447 6217
352 639 8225
467 305 74
388 662 8888
915 849 9422
698 379 584
226 601 104
666 242 2407
308 949 1537
587 784 8625
825 873 5174
592 242 4795
181 352 7838
901 696 5971
448 414 6339
653 285 2613
977 924 4600
608 126 5568
486 287 2053
630 759 6423
226 386 8097
152 873 559
158 130 5068
909 358 6584
654 850 5123
374 293 9694
206 34 1005
774 533 8561
65 934 1322
784 920 1961
147 660 3298
151 659 9242
162 330 446
383 708 3311
788 220 6979
829 425 7166
131 635 9351
744 468 7256
855 453 4139
314 266 2997
753 721 3456
714 35 2709
713 303 6612
699 816 4605
373 748 4095
980 501 4032
153 631 3937
550 286 9417
760 102 4857
299 488 335
436 693 8004
495 403 837
579 410 2494
931 979 5646
483 673 6115
577 634 1201
416 670 3899
356 925 9972
114 966 335
287 285 9277
95 776 2701
775 592 7469
232 913 7348
387 259 8545
23 711 5343
505 773 9595
241 453 8204
68 264 7546
649 829 7080
405 250 8065
344 86 6749
228 435 7378
5 274 4992
498 712 9788
16 363 7572
963 698 6736
623 476 9019
279 450 5950
364 389 4925
490 492 1902
592 314 890
370 960 8062
925 31 6070
349 343 6544
97 521 7745
34 540 7009
898 331 787
645 991 2391
449 628 7154
560 120 8345
779 595 8131
852 481 2347
426 45 9866
459 867 2299
253 440 9435
684 407 9429
65 638 3207
597 741 7325
567 957 5498
875 142 1803
693 956 5995
578 469 5123
538 326 7449
665 963 4406
784 596 4416
397 778 5095
413 450 2440
201 564 2500
330 669 1066
181 553 6057
828 477 7896
756 370 3239
207 615 3039
822 748 3938
150 266 220
440 82 6539
130 423 5910
454 596 7202
845 467 7105
613 790 8675
669 0 4938
957 762 524
685 486 985
858 662 782
373 258 8552
472 431 6804
446 807 2447
449 949 1152
97 184 9582
24 638 1502
625 366 3865
675 215 1004
581 743 6476
697 735 4120
306 605 4989
421 587 5832
776 582 5930
98 857 968
654 882 9289
867 776 7716
462 640 5854
745 81 7640
222 86 7198
45 990 367
327 603 8276
713 985 2415
669 902 6666
346 325 9582
21 451 7610
87 795 5408
709 189 7797
995 226 3740
701 170 1918
102 392 1411
158 612 9915
925 873 758
972 281 3483
638 794 4331
641 939 7295
654 929 9342
968 671 7081
614 201 2219
26 33 844
678 329 1672
934 162 583
763 322 4097
241 35 9389
111 423 4637
786 456 3323
897 50 462
854 515 656
958 990 205
660 380 2364
17 84 6617
138 448 1340
926 333 5351
288 642 1285
833 663 263
545 184 7817
624 173 8575
602 131 471
434 62 4924
861 619 5951
92 241 2513
188 936 9223
166 682 2180
361 248 2209
866 157 7291
748 255 1018
792 812 3375
952 946 2836
867 246 3139
502 96 6255
337 430 645
794 388 4297
87 933 8451
353 302 8564
695 898 4601
452 21 4672
946 781 6878
867 550 2461
389 52 8833
164 363 6118
585 22 1979
235 767 3431
354 122 9720
903 696 6846
240 615 5343
308 441 9251
280 418 9214
581 303 5633
451 803 4363
240 703 8841
513 129 7784
6 683 4917
202 216 7410
518 156 5578
289 787 2488
152 928 8376
116 646 7439
520 614 6051
389 332 4745
881 438 7747
206 701 8664
196 938 516
804 204 2339
380 367 1710
14 549 7889
803 764 8810
546 155 517
541 22 274
303 925 9306
359 401 4371
540 898 2761
197 454 7200
586 408 7138
269 771 3508
782 464 7141
807 67 2528
308 26 7251
742 519 4166
369 168 9341
793 868 4697
943 71 8503
204 300 961
836 992 3814
213 433 1379
873 724 2460
597 872 9335
953 731 6279
568 660 9242
26 953 9453
870 530 8467
555 539 3797
398 806 3062
921 194 4823
983 868 7513
974 922 4180
397 613 2495
984 724 7400
486 958 5928
774 597 998
240 801 732
96 95 5643
962 222 6480
206 906 7427
559 962 5622
648 33 766
605 116 2196
848 267 3089
769 321 7122
768 971 7250
530 199 1869
446 646 3085
882 136 3752
766 912 6632
436 413 6771
673 241 621
9 624 9065
497 49 6801
777 943 1349
864 54 2137
250 856 3512
862 714 2999
192 455 2684
756 276 9708
530 81 2419
748 405 6920
457 810 7837
549 587 7851
539 121 7796
577 127 5409
879 313 2620
735 900 3652
841 48 2977
110 535 2601
418 940 6834
839 754 9721
128 890 2022
471 562 7869
853 492 6248
19 43 1284
398 234 9236
691 326 3604
16 611 7186
895 358 9257
114 268 8011
516 77 497
361 50 1608
85 815 1199
753 470 6017
368 11 891
63 51 6490
672 545 6529
616 319 7679
394 167 2692
765 36 1111
583 443 9451
385 848 2688
534 589 3895
797 475 9079
460 949 1296
759 149 1973
717 770 4378
905 811 2458
681 107 401
416 500 8701
616 805 9004
830 489 5356
688 557 4957
462 187 6525
40 631 3342
227 6 4888
362 648 5281
662 437 3435
263 546 7035
537 273 5812
905 399 6346
459 819 3809
828 541 6638
558 11 1948
596 563 5010
742 488 4697
622 50 8098
995 150 9839
604 131 7288
123 826 9630
110 795 6585
850 109 9262
770 281 1824
729 141 8940
593 653 6140
930 400 2612
352 569 2825
968 300 619
265 642 9863
896 271 3084
926 742 8905
171 339 2674
116 152 5933
653 656 5797
594 237 1467
947 679 8639
858 563 6783
243 603 8255
862 304 3743
723 628 1252
179 802 7644
466 875 4838
720 105 7692
979 389 8341
407 777 4744
253 210 1756
832 649 750
943 431 3534
331 812 7072
316 933 5541
599 719 7335
304 51 4228
160 247 8424
970 332 9181
609 177 1395
999 314 4167
990 379 9041
859 585 6572
506 992 9230
100 917 874
109 149 2756
203 478 8487
162 731 149
894 349 9126
606 147 6727
578 343 6947
99 244 2042
832 483 8362
544 698 616
905 619 2796
959 808 9528
839 927 1826
115 219 5087
266 58 7961
229 993 6357
614 751 4235
651 922 9079
728 199 760
203 593 242
875 312 3702
326 353 2802
133 935 4646
458 164 3010
268 383 4621
191 275 6047
991 105 215
421 606 1403
468 400 7048
444 612 2068
808 788 5096
224 172 6463
56 197 9697
352 769 4641
587 851 242
496 789 8130
433 962 5699
431 68 9621
372 922 3187
927 117 3761
990 177 1492
991 846 2834
40 714 1369
578 728 1259
953 586 221
159 965 159
699 649 4161
878 815 5418
932 15 435
393 776 9684
309 515 3552
708 36 5772
862 459 26
90 994 1591
551 773 8737
652 39 9029
285 638 5440
460 771 1386
538 11 6643
967 783 7649
15 588 3593
621 447 9780
557 236 597
834 791 304
163 920 3509
953 840 5248
311 408 3923
310 751 5505
765 560 1582
753 957 5762
577 105 299
25 436 8047
922 600 3299
109 691 9165
964 660 4935
203 111 2292
628 604 3024
915 964 8379
209 60 3027
990 929 4082
885 604 4374
763 229 3844
398 105 8929
194 419 4055
473 682 2508
342 337 8983
147 249 318
781 480 1451
899 698 5014
476 671 9405
16 645 8265
796 152 8135
145 183 7782
407 464 5731
848 275 8075
756 446 8801
107 472 7590
627 44 1705
236 267 126
380 901 5627
340 200 1845
779 322 3034
838 651 5550
80 304 8483
151 185 2243
336 831 6519
258 842 2635
464 515 8592
617 63 8717
827 570 7615
562 575 5462
967 457 3597
80 456 272
170 535 3961
844 775 2244
417 442 2564
299 846 1951
235 257 3003
484 788 3419
343 954 4216
545 763 697
604 732 9467
573 351 2948
760 684 5334
109 188 6277
706 574 9178
666 411 3081
579 416 887
479 817 29
355 425 2117
456 119 3322
123 120 7222
847 739 1006
663 898 4808
650 409 1815
802 903 4881
368 901 5894
984 600 7481
223 1 5417
299 520 8649
418 739 5720
875 406 3911
471 544 807
651 886 1729
615 427 2756
633 40 2329
965 619 442
14 274 9763
947 736 8840
680 117 1878
769 385 1311
634 132 9757
445 776 2181
453 266 3153
957 512 4098
334 563 9076
494 12 9198
391 954 4987
65 121 1528
163 836 3683
233 288 1563
999 844 8533
457 549 8780
490 803 1753
759 253 9004
284 691 5816
870 74 3793
970 187 8372
40 403 5675
83 585 1553
432 417 7480
623 502 5033
947 247 317
326 462 5380
585 341 6960
32 881 9826
78 555 5119
155 442 9221
754 438 5447
617 846 671
825 599 3984
571 951 725
932 172 4050
810 831 7061
472 162 5008
642 430 9192
143 139 3472
538 842 5647
381 433 6895
566 807 9256
384 238 641
541 59 2629
404 579 3512
884 776 4020
872 830 1484
131 617 8881
444 580 6009
720 45 3330
966 452 9438
106 104 662
451 634 8220
691 335 6006
885 425 7396
850 804 8771
983 554 759
956 379 2023
881 257 2326
11 517 2986
856 46 2119
648 338 6470
187 626 7944
46 365 9958
547 274 307
809 934 9999
386 864 64
535 81 7068
28 515 4290
742 826 5838
137 524 8545
985 695 8357
388 503 3901
877 116 5431
205 769 7230
529 842 515
215 295 1132
376 431 7440
143 342 5014
766 429 4751
933 90 1416
436 819 1708
227 889 5700
841 232 5081
157 676 2417
967 538 8341
37 163 7753
592 725 8625
678 468 9840
591 919 1917
434 231 4283
38 135 4118
807 732 5158
433 808 400
824 135 4846
785 155 4611
424 119 1023
712 759 9282
258 317 8965
930 696 3328
514 629 953
613 395 3404
795 44 2680
75 851 1265
903 727 3627
939 454 6169
964 632 6258
272 39 6957
941 736 1802
136 249 7716
247 919 770
794 528 889
748 259 5372
515 760 7417
390 260 1522
900 483 6124
478 294 7392
433 482 7619
920 669 2203
355 716 1754
143 473 9913
801 25 2357
599 216 1960
832 26 2173
739 45 6680
457 698 1435
4 210 8962
143 517 7878
517 352 7525
582 772 1589
18 873 9064
474 690 6073
542 43 6858
269 389 885
453 488 7642
